vehicle id;make;model;year;tank_capacity;initial_odometer;archive;fill up id;vehicle_id;date;mileage;fuel_added;cost;is_partial_fill_up;comment;tags
2;Toyota;Matrix;2003;50;11;1;195;2;2007-03-20 00:00:00;534.7;38.543;40.01;0;;
2;Toyota;Matrix;2003;50;11;1;196;2;2007-03-28 00:00:00;542.5;39.129;40.54;0;;
2;Toyota;Matrix;2003;50;11;1;197;2;2007-04-02 00:00:00;589.4;39.298;40.28;0;;
2;Toyota;Matrix;2003;50;11;1;198;2;2007-04-11 00:00:00;518.6;41.477;41.68;0;;
2;Toyota;Matrix;2003;50;11;1;199;2;2007-04-20 00:00:00;557.2;39.659;42.0;0;;
2;Toyota;Matrix;2003;50;11;1;200;2;2007-04-28 00:00:00;615.2;43.017;46.42;0;;
2;Toyota;Matrix;2003;50;11;1;201;2;2007-05-07 00:00:00;590.9;5.582;6.01;0;;
2;Toyota;Matrix;2003;50;11;1;202;2;2007-05-08 00:00:00;54.7;19.707;21.01;0;;
2;Toyota;Matrix;2003;50;11;1;203;2;2007-05-14 00:00:00;334.2;44.687;45.85;0;;
2;Toyota;Matrix;2003;50;11;1;204;2;2007-05-23 00:00:00;634.6;43.039;48.46;0;;
2;Toyota;Matrix;2003;50;11;1;205;2;2007-05-30 00:00:00;611.3;42.82;47.36;0;;
2;Toyota;Matrix;2003;50;11;1;206;2;2007-06-06 00:00:00;642.6;44.811;47.01;0;;
2;Toyota;Matrix;2003;50;11;1;207;2;2007-06-13 00:00:00;637.6;52.234;55.0;0;;
2;Toyota;Matrix;2003;50;11;1;208;2;2007-06-22 00:00:00;630.8;41.829;45.01;0;;
2;Toyota;Matrix;2003;50;11;1;209;2;2007-07-03 00:00:00;618.8;42.367;44.02;0;;
2;Toyota;Matrix;2003;50;11;1;210;2;2007-07-10 00:00:00;609.7;41.555;44.63;0;;
2;Toyota;Matrix;2003;50;11;1;211;2;2007-07-18 00:00:00;625.4;43.191;44.01;0;;
2;Toyota;Matrix;2003;50;11;1;212;2;2007-07-27 00:00:00;615.8;40.664;40.09;0;;
2;Toyota;Matrix;2003;50;11;1;213;2;2007-08-09 00:00:00;588.0;39.459;38.47;0;;
2;Toyota;Matrix;2003;50;11;1;214;2;2007-08-17 00:00:00;634.6;43.643;43.47;0;;
2;Toyota;Matrix;2003;50;11;1;215;2;2007-08-28 00:00:00;663.3;44.879;43.35;0;;
2;Toyota;Matrix;2003;50;11;1;216;2;2007-09-05 00:00:00;635.1;43.703;44.23;0;;
2;Toyota;Matrix;2003;50;11;1;217;2;2007-09-14 00:00:00;628.7;43.77;44.38;0;;
2;Toyota;Matrix;2003;50;11;1;218;2;2007-09-21 00:00:00;616.5;41.862;43.08;0;;
2;Toyota;Matrix;2003;50;11;1;219;2;2007-09-26 00:00:00;562.1;38.582;37.93;0;;
2;Toyota;Matrix;2003;50;11;1;220;2;2007-10-01 00:00:00;608.8;41.308;41.21;0;;
2;Toyota;Matrix;2003;50;11;1;221;2;2007-10-11 00:00:00;596.1;41.659;42.24;0;;
2;Toyota;Matrix;2003;50;11;1;222;2;2007-10-19 00:00:00;612.5;42.321;43.0;0;;
2;Toyota;Matrix;2003;50;11;1;223;2;2007-10-25 00:00:00;601.5;40.067;37.1;0;;
2;Toyota;Matrix;2003;50;11;1;224;2;2007-10-30 00:00:00;455.3;34.449;35.0;0;;
2;Toyota;Matrix;2003;50;11;1;225;2;2007-12-18 00:00:00;455.6;37.88;40.0;0;;
2;Toyota;Matrix;2003;50;11;1;226;2;2007-12-24 00:00:00;504.7;42.429;43.53;0;;
2;Toyota;Matrix;2003;50;11;1;227;2;2008-01-11 00:00:00;548.3;39.544;42.15;0;;
2;Toyota;Matrix;2003;50;11;1;228;2;2008-01-20 00:00:00;464.7;38.724;40.0;0;;
